customer_id,customer_type,segment,acquisition_channel,customer_since,location_category,age_band,business_size
C01661,Corporate,Budget,Walk-in,2024-11-09,Urban,,Small (1-10)
C01662,Individual,Standard,Online,2024-02-19,Urban,46-55,
C01663,Individual,Standard,Referral,2022-09-03,Other,18-25,
C01664,Individual,Standard,Sales Team,2024-10-02,Other,46-55,
C01665,Individual,Standard,Referral,2024-09-26,Urban,36-45,
C01666,Individual,Standard,Referral,2023-12-23,Suburban,65+,
C01667,Individual,Budget,Online,2022-11-12,Urban,46-55,
C01668,Individual,Standard,Referral,2022-07-05,Suburban,18-25,
C01669,Individual,Standard,Referral,2025-09-02,Urban,18-25,
C01670,Individual,New,Walk-in,2024-07-07,Suburban,46-55,
C01671,Individual,Standard,Online,2025-02-06,Other,46-55,
C01672,Individual,Budget,Online,2024-09-02,Urban,65+,
C01673,SME,Premium,Online,2025-03-07,Urban,,Large (51-200)
C01674,Individual,Standard,Walk-in,2022-08-16,Urban,26-35,
C01675,Individual,Premium,Referral,2023-11-27,Urban,46-55,
C01676,SME,Budget,Referral,2024-07-22,Urban,,Enterprise (200+)
C01677,Individual,Budget,Walk-in,2022-05-25,Urban,26-35,
C01678,Individual,Standard,Walk-in,2022-07-29,Other,46-55,
C01679,Corporate,Standard,Sales Team,2024-06-06,Urban,,Small (1-10)
C01680,Individual,Standard,Online,2025-05-01,Suburban,26-35,
C01681,Individual,Standard,Referral,2024-07-13,Urban,56-65,
C01682,Individual,Budget,Online,2022-02-20,Urban,65+,
C01683,Individual,Budget,Walk-in,2025-09-20,Urban,65+,
C01684,Individual,New,Referral,2022-07-15,Other,36-45,
C01685,SME,Standard,Online,2022-11-22,Urban,,Medium (11-50)
C01686,Individual,Budget,Referral,2025-09-26,Urban,56-65,
C01687,SME,Standard,Walk-in,2024-12-15,Suburban,,Medium (11-50)
C01688,Corporate,Standard,Walk-in,2025-08-04,Suburban,,Enterprise (200+)
C01689,Individual,New,Online,2025-02-03,Suburban,56-65,
C01690,SME,Premium,Sales Team,2024-07-01,Urban,,Small (1-10)
C01691,SME,Budget,Sales Team,2023-02-03,Urban,,Enterprise (200+)
C01692,Corporate,Budget,Referral,2023-04-03,Suburban,,Small (1-10)
C01693,Individual,New,Online,2025-08-19,Suburban,36-45,
C01694,Individual,Standard,Walk-in,2025-04-19,Suburban,26-35,
C01695,Individual,Standard,Referral,2023-05-19,Urban,36-45,
C01696,Individual,Budget,Online,2023-06-07,Urban,36-45,
C01697,Individual,Budget,Online,2023-02-21,Other,56-65,
C01698,Individual,Standard,Sales Team,2023-04-02,Suburban,36-45,
C01699,Individual,Budget,Online,2025-04-19,Urban,36-45,
C01700,Corporate,Standard,Walk-in,2022-01-15,Other,,Small (1-10)
C01701,Individual,Standard,Online,2023-09-03,Suburban,46-55,
C01702,Individual,New,Referral,2025-08-12,Urban,18-25,
C01703,Individual,Standard,Sales Team,2024-01-30,Urban,26-35,
C01704,Individual,Standard,Referral,2023-09-23,Suburban,36-45,
C01705,Individual,New,Referral,2023-03-14,Urban,18-25,
C01706,Individual,Budget,Online,2022-04-14,Suburban,46-55,
C01707,Individual,New,Walk-in,2022-11-11,Suburban,26-35,
C01708,Individual,Standard,Online,2022-05-07,Urban,18-25,
C01709,Individual,New,Referral,2022-06-27,Other,36-45,
C01710,Individual,Standard,Online,2022-08-17,Urban,26-35,
C01711,Individual,Standard,Online,2023-02-27,Urban,26-35,
C01712,Individual,Standard,Referral,2022-01-16,Suburban,18-25,
C01713,Individual,Budget,Online,2025-08-23,Suburban,56-65,
C01714,Individual,New,Referral,2022-06-23,Urban,26-35,
C01715,Individual,Budget,Online,2023-06-21,Suburban,65+,
C01716,SME,Budget,Walk-in,2025-05-16,Other,,Enterprise (200+)
C01717,Corporate,Standard,Walk-in,2022-05-30,Suburban,,Medium (11-50)
C01718,Corporate,Standard,Online,2023-11-09,Suburban,,Large (51-200)
C01719,Individual,Standard,Online,2025-03-28,Urban,26-35,
C01720,Individual,Premium,Online,2024-02-19,Urban,26-35,
C01721,Individual,Standard,Sales Team,2022-10-22,Suburban,26-35,
C01722,SME,New,Referral,2024-10-26,Urban,,Medium (11-50)
C01723,SME,Budget,Referral,2024-08-11,Suburban,,Large (51-200)
C01724,SME,Budget,Online,2023-05-23,Urban,,Enterprise (200+)
C01725,SME,Standard,Referral,2022-03-06,Urban,,Enterprise (200+)
C01726,Individual,Standard,Referral,2022-01-12,Urban,36-45,
C01727,SME,Premium,Referral,2025-03-01,Urban,,Large (51-200)
C01728,SME,Standard,Walk-in,2023-03-27,Urban,,Enterprise (200+)
C01729,Individual,Standard,Walk-in,2022-07-12,Suburban,56-65,
C01730,Corporate,Standard,Walk-in,2023-12-27,Suburban,,Small (1-10)
C01731,Individual,Premium,Walk-in,2025-07-13,Urban,56-65,
C01732,Corporate,Budget,Online,2022-01-12,Urban,,Small (1-10)
C01733,SME,Standard,Sales Team,2022-03-20,Suburban,,Medium (11-50)
C01734,Individual,Standard,Walk-in,2023-08-07,Urban,56-65,
C01735,Individual,Standard,Walk-in,2024-08-04,Urban,18-25,
C01736,Individual,Standard,Walk-in,2023-10-29,Urban,56-65,
C01737,SME,Standard,Online,2025-06-10,Suburban,,Medium (11-50)
C01738,SME,Standard,Online,2022-03-03,Suburban,,Small (1-10)
C01739,Individual,Standard,Online,2023-04-22,Suburban,36-45,
C01740,SME,Premium,Referral,2023-05-07,Other,,Small (1-10)
C01741,Individual,New,Online,2023-04-22,Suburban,26-35,
C01742,Individual,Premium,Referral,2023-11-14,Urban,18-25,
C01743,Individual,Standard,Referral,2025-01-11,Urban,36-45,
C01744,Individual,Standard,Sales Team,2023-03-22,Urban,65+,
C01745,Individual,Standard,Walk-in,2024-11-08,Urban,18-25,
C01746,Individual,Standard,Online,2022-07-25,Suburban,18-25,
C01747,Individual,New,Online,2024-02-25,Urban,36-45,
C01748,Individual,Standard,Online,2023-06-10,Urban,46-55,
C01749,SME,Budget,Sales Team,2024-01-25,Urban,,Small (1-10)
C01750,Individual,Standard,Walk-in,2022-05-31,Suburban,56-65,
C01751,SME,Premium,Walk-in,2025-08-27,Suburban,,Enterprise (200+)
C01752,Individual,Standard,Online,2025-06-22,Other,36-45,
C01753,Individual,Standard,Online,2025-03-02,Urban,65+,
C01754,Individual,Standard,Walk-in,2025-06-03,Urban,18-25,
C01755,Individual,New,Sales Team,2022-07-25,Other,36-45,
C01756,Individual,Budget,Online,2023-12-07,Suburban,65+,
C01757,Individual,New,Online,2023-03-22,Suburban,56-65,
C01758,Individual,Standard,Online,2025-05-27,Urban,65+,
C01759,Individual,Budget,Online,2022-09-23,Urban,26-35,
C01760,Individual,Standard,Sales Team,2022-11-04,Suburban,56-65,
C01761,Individual,Budget,Walk-in,2024-08-19,Suburban,36-45,
C01762,SME,New,Online,2022-05-05,Suburban,,Large (51-200)
C01763,Individual,Budget,Online,2024-10-22,Urban,36-45,
C01764,Corporate,New,Online,2023-01-11,Urban,,Large (51-200)
C01765,SME,Budget,Referral,2024-07-14,Urban,,Large (51-200)
C01766,Corporate,Premium,Online,2025-05-07,Suburban,,Medium (11-50)
C01767,SME,Budget,Walk-in,2024-05-03,Urban,,Enterprise (200+)
C01768,Individual,Standard,Walk-in,2022-10-25,Urban,26-35,
C01769,Individual,New,Referral,2022-03-10,Urban,36-45,
C01770,Individual,Budget,Walk-in,2022-03-04,Other,56-65,
C01771,SME,Premium,Walk-in,2022-05-05,Urban,,Large (51-200)
C01772,Individual,Premium,Online,2024-03-22,Urban,65+,
C01773,Individual,Premium,Walk-in,2023-05-03,Suburban,36-45,
C01774,Corporate,Standard,Walk-in,2022-12-07,Suburban,,Large (51-200)
C01775,Individual,Premium,Walk-in,2022-11-04,Suburban,18-25,
C01776,Individual,Budget,Referral,2025-08-21,Suburban,56-65,
C01777,SME,Standard,Referral,2022-06-16,Urban,,Large (51-200)
C01778,Individual,Budget,Online,2023-03-03,Other,26-35,
C01779,Individual,Standard,Referral,2023-10-23,Other,56-65,
C01780,SME,Standard,Online,2022-01-01,Urban,,Medium (11-50)
C01781,Individual,Premium,Walk-in,2025-07-13,Suburban,36-45,
C01782,Individual,New,Referral,2022-05-19,Urban,36-45,
C01783,Individual,Standard,Online,2024-08-13,Urban,65+,
C01784,Individual,Premium,Sales Team,2024-05-30,Urban,18-25,
C01785,Individual,Standard,Online,2025-02-06,Urban,56-65,
C01786,Corporate,Budget,Online,2024-06-30,Other,,Enterprise (200+)
C01787,SME,Premium,Online,2024-12-13,Urban,,Small (1-10)
C01788,Individual,Budget,Referral,2023-08-13,Suburban,46-55,
C01789,Individual,Budget,Referral,2023-11-16,Urban,46-55,
C01790,Individual,Budget,Walk-in,2024-09-09,Urban,18-25,
C01791,SME,Standard,Online,2024-03-06,Urban,,Small (1-10)
C01792,Individual,Premium,Online,2023-12-18,Urban,36-45,
C01793,Individual,Standard,Referral,2022-10-15,Suburban,65+,
C01794,Individual,Standard,Walk-in,2022-12-28,Other,18-25,
C01795,Corporate,Budget,Referral,2023-05-17,Urban,,Enterprise (200+)
C01796,Individual,Standard,Walk-in,2022-01-13,Other,36-45,
C01797,SME,Standard,Online,2023-08-08,Suburban,,Enterprise (200+)
C01798,Individual,Premium,Online,2022-01-04,Suburban,18-25,
C01799,Corporate,Standard,Online,2024-03-02,Urban,,Small (1-10)
C01800,Individual,Standard,Referral,2024-09-12,Urban,26-35,
C01801,Individual,Budget,Online,2024-02-27,Suburban,18-25,
C01802,Corporate,Premium,Walk-in,2024-08-28,Suburban,,Large (51-200)
C01803,Corporate,New,Referral,2022-01-01,Urban,,Medium (11-50)
C01804,Individual,Budget,Online,2022-03-25,Suburban,18-25,
C01805,Individual,Standard,Online,2024-09-04,Urban,36-45,
C01806,Individual,Premium,Online,2025-01-29,Suburban,26-35,
C01807,Individual,Standard,Online,2024-10-01,Urban,46-55,
C01808,Individual,Standard,Referral,2024-07-17,Other,56-65,
C01809,SME,Standard,Online,2024-09-17,Urban,,Large (51-200)
C01810,Individual,New,Referral,2024-11-01,Urban,36-45,
C01811,SME,Budget,Online,2024-10-11,Suburban,,Enterprise (200+)
C01812,Individual,Standard,Online,2024-10-30,Urban,46-55,
C01813,Individual,Standard,Online,2022-04-14,Other,36-45,
C01814,Individual,Standard,Online,2022-03-30,Suburban,18-25,
C01815,Individual,New,Sales Team,2023-05-21,Urban,36-45,
C01816,Individual,Premium,Online,2024-01-09,Urban,65+,
C01817,Individual,Budget,Walk-in,2024-12-03,Other,36-45,
C01818,Corporate,Budget,Online,2023-04-14,Suburban,,Large (51-200)
C01819,SME,Premium,Online,2023-01-21,Suburban,,Enterprise (200+)
C01820,SME,Standard,Referral,2024-12-30,Urban,,Large (51-200)
C01821,Individual,Standard,Online,2022-12-16,Other,46-55,
C01822,Individual,New,Walk-in,2025-02-23,Urban,18-25,
C01823,Individual,Standard,Walk-in,2022-09-05,Suburban,46-55,
C01824,Individual,Budget,Online,2023-05-19,Urban,56-65,
C01825,Individual,Budget,Walk-in,2023-07-16,Urban,65+,
C01826,Individual,Budget,Referral,2023-02-24,Other,36-45,
C01827,Individual,Standard,Referral,2022-01-05,Other,26-35,
C01828,Individual,Standard,Walk-in,2022-11-26,Urban,56-65,
C01829,Individual,Budget,Referral,2023-04-18,Other,26-35,
C01830,Individual,Standard,Referral,2023-03-16,Urban,46-55,
C01831,Individual,New,Sales Team,2025-01-04,Urban,65+,
C01832,Individual,Premium,Sales Team,2022-03-08,Urban,65+,
C01833,Individual,Standard,Walk-in,2023-06-29,Urban,56-65,
C01834,Individual,Budget,Online,2022-02-22,Urban,46-55,
C01835,Individual,Standard,Walk-in,2025-07-26,Urban,18-25,
C01836,SME,Premium,Online,2025-01-11,Urban,,Small (1-10)
C01837,Individual,Standard,Online,2025-10-07,Suburban,56-65,
C01838,Individual,Standard,Online,2025-06-28,Suburban,65+,
C01839,Corporate,Budget,Sales Team,2023-03-19,Suburban,,Medium (11-50)
C01840,Individual,Premium,Sales Team,2024-08-26,Urban,26-35,
C01841,Corporate,Premium,Walk-in,2023-03-06,Suburban,,Small (1-10)
C01842,SME,Standard,Referral,2025-05-28,Urban,,Small (1-10)
C01843,Individual,New,Online,2023-07-30,Suburban,36-45,
C01844,Individual,Standard,Online,2023-06-11,Suburban,56-65,
C01845,Individual,New,Sales Team,2025-07-03,Urban,46-55,
C01846,Corporate,New,Referral,2025-03-17,Urban,,Small (1-10)
C01847,Individual,Standard,Referral,2025-09-14,Suburban,18-25,
C01848,Individual,Budget,Walk-in,2022-04-04,Other,18-25,
C01849,Individual,Budget,Online,2022-12-07,Suburban,65+,
C01850,Individual,Standard,Walk-in,2023-02-26,Other,56-65,
C01851,SME,Standard,Referral,2023-08-18,Other,,Small (1-10)
C01852,Individual,Budget,Walk-in,2023-10-25,Urban,26-35,
C01853,SME,Budget,Referral,2023-02-13,Suburban,,Large (51-200)
C01854,SME,Budget,Referral,2025-01-11,Urban,,Large (51-200)
C01855,Individual,New,Online,2022-11-09,Urban,56-65,
C01856,Individual,Standard,Online,2024-09-02,Urban,26-35,
C01857,SME,Budget,Online,2025-04-07,Other,,Enterprise (200+)
C01858,SME,New,Referral,2024-04-25,Suburban,,Medium (11-50)
C01859,SME,Standard,Referral,2023-05-11,Urban,,Medium (11-50)
C01860,Individual,Premium,Walk-in,2022-09-21,Urban,26-35,
C01861,Individual,Standard,Online,2022-07-08,Urban,18-25,
C01862,Individual,New,Walk-in,2024-11-07,Suburban,18-25,
C01863,SME,Standard,Walk-in,2023-10-19,Other,,Medium (11-50)
C01864,Individual,Budget,Referral,2022-03-06,Urban,56-65,
C01865,Individual,Premium,Walk-in,2025-10-09,Urban,46-55,
C01866,Individual,Standard,Online,2024-07-28,Suburban,26-35,
C01867,Individual,Budget,Online,2025-03-27,Urban,56-65,
C01868,SME,Premium,Referral,2023-09-06,Urban,,Large (51-200)
C01869,Individual,New,Walk-in,2025-08-30,Urban,46-55,
C01870,Individual,Standard,Online,2022-10-07,Urban,26-35,
C01871,SME,New,Online,2022-09-17,Urban,,Medium (11-50)
C01872,SME,Standard,Sales Team,2025-05-31,Other,,Small (1-10)
C01873,Individual,New,Online,2025-06-02,Urban,26-35,
C01874,Individual,Budget,Sales Team,2023-11-30,Urban,46-55,
C01875,Corporate,Premium,Walk-in,2022-06-26,Suburban,,Small (1-10)
C01876,SME,Premium,Sales Team,2023-03-04,Other,,Small (1-10)
C01877,Individual,Premium,Sales Team,2024-11-21,Urban,46-55,
C01878,Individual,Standard,Sales Team,2025-03-30,Urban,65+,
C01879,Individual,Budget,Referral,2023-05-02,Suburban,56-65,
C01880,Individual,Standard,Walk-in,2022-03-27,Urban,36-45,
C01881,SME,Standard,Walk-in,2024-07-21,Suburban,,Medium (11-50)
C01882,Individual,Standard,Walk-in,2024-11-01,Urban,65+,
C01883,Individual,Standard,Online,2023-08-17,Urban,26-35,
C01884,SME,Budget,Sales Team,2024-03-27,Urban,,Enterprise (200+)
C01885,Corporate,Standard,Online,2025-10-14,Suburban,,Enterprise (200+)
C01886,SME,Budget,Online,2022-12-09,Urban,,Small (1-10)
C01887,Individual,New,Online,2024-03-13,Urban,36-45,
C01888,Individual,Standard,Referral,2024-05-05,Urban,65+,
C01889,Individual,Premium,Walk-in,2024-02-08,Suburban,36-45,
C01890,Individual,Premium,Referral,2025-05-01,Urban,36-45,
C01891,Individual,Standard,Walk-in,2024-04-27,Suburban,18-25,
C01892,Individual,Standard,Walk-in,2023-12-13,Suburban,36-45,
C01893,Individual,New,Online,2022-06-22,Urban,26-35,
C01894,SME,Budget,Walk-in,2024-09-11,Other,,Small (1-10)
C01895,Corporate,Standard,Referral,2022-07-04,Suburban,,Small (1-10)
C01896,Individual,Budget,Walk-in,2022-02-07,Urban,36-45,
C01897,Individual,Standard,Sales Team,2023-11-15,Urban,46-55,
C01898,Individual,Budget,Referral,2024-03-12,Urban,46-55,
C01899,Individual,Premium,Walk-in,2025-10-30,Urban,26-35,
C01900,Individual,Budget,Online,2024-09-24,Urban,18-25,
C01901,Individual,New,Online,2025-04-03,Other,36-45,
C01902,SME,Budget,Walk-in,2023-04-30,Suburban,,Small (1-10)
C01903,Individual,New,Online,2023-12-14,Urban,36-45,
C01904,Corporate,Standard,Walk-in,2025-09-25,Urban,,Small (1-10)
C01905,Individual,Budget,Online,2023-08-08,Urban,65+,
C01906,Individual,Standard,Online,2025-02-04,Urban,56-65,
C01907,Individual,Budget,Sales Team,2024-01-07,Urban,65+,
C01908,Individual,Premium,Referral,2022-11-10,Other,56-65,
C01909,Individual,Standard,Online,2024-03-23,Suburban,36-45,
C01910,Corporate,Standard,Referral,2022-11-02,Urban,,Large (51-200)
C01911,Individual,Premium,Walk-in,2022-01-05,Suburban,56-65,
C01912,Individual,Budget,Online,2022-11-27,Suburban,36-45,
C01913,Individual,Budget,Online,2022-09-28,Suburban,36-45,
C01914,Individual,New,Online,2023-06-04,Urban,26-35,
C01915,Individual,Premium,Online,2025-05-29,Urban,56-65,
C01916,Individual,New,Sales Team,2023-06-27,Suburban,18-25,
C01917,SME,Premium,Online,2025-03-29,Urban,,Large (51-200)
C01918,Individual,Standard,Online,2024-02-17,Suburban,46-55,
C01919,Individual,Budget,Walk-in,2022-01-11,Urban,36-45,
C01920,Individual,Premium,Online,2022-09-22,Suburban,46-55,
C01921,SME,Premium,Online,2025-07-27,Suburban,,Large (51-200)
C01922,Individual,Premium,Online,2024-04-25,Urban,56-65,
C01923,Individual,Standard,Referral,2025-07-25,Urban,18-25,
C01924,Individual,Budget,Walk-in,2023-03-11,Suburban,26-35,
C01925,Individual,Premium,Sales Team,2024-09-30,Urban,36-45,
C01926,Individual,Premium,Sales Team,2024-12-16,Suburban,36-45,
C01927,SME,Standard,Sales Team,2025-09-27,Suburban,,Enterprise (200+)
C01928,Individual,Standard,Online,2022-01-26,Urban,65+,
C01929,SME,Budget,Online,2025-08-26,Suburban,,Small (1-10)
C01930,Individual,New,Walk-in,2023-07-03,Urban,65+,
C01931,SME,Budget,Sales Team,2025-03-19,Suburban,,Medium (11-50)
C01932,SME,New,Walk-in,2024-02-02,Urban,,Small (1-10)
C01933,Individual,Standard,Online,2024-03-01,Urban,46-55,
C01934,Individual,Budget,Walk-in,2023-05-19,Urban,26-35,
C01935,Individual,Standard,Walk-in,2025-03-05,Other,36-45,
C01936,SME,Premium,Sales Team,2023-01-05,Suburban,,Medium (11-50)
C01937,Individual,Budget,Walk-in,2023-11-21,Suburban,26-35,
C01938,Individual,Premium,Online,2024-02-24,Urban,65+,
C01939,Individual,New,Online,2024-11-05,Urban,26-35,
C01940,SME,Budget,Online,2023-10-23,Suburban,,Large (51-200)
C01941,Individual,New,Online,2024-08-10,Suburban,56-65,
C01942,Individual,Standard,Sales Team,2023-11-11,Urban,26-35,
C01943,Corporate,Standard,Online,2024-07-12,Suburban,,Small (1-10)
C01944,Individual,Budget,Online,2024-08-01,Urban,65+,
C01945,SME,Standard,Online,2024-09-20,Urban,,Medium (11-50)
C01946,Individual,Standard,Walk-in,2025-02-26,Other,46-55,
C01947,Individual,Budget,Online,2024-01-28,Urban,65+,
C01948,SME,New,Referral,2022-09-28,Urban,,Enterprise (200+)
C01949,Individual,Budget,Sales Team,2024-08-09,Suburban,46-55,
C01950,Individual,Premium,Online,2022-04-18,Other,56-65,
C01951,Individual,Standard,Online,2022-11-03,Urban,65+,
C01952,Individual,Standard,Online,2025-01-14,Suburban,36-45,
C01953,Individual,Premium,Online,2023-09-02,Urban,18-25,
C01954,Individual,Standard,Walk-in,2023-11-29,Urban,18-25,
C01955,Individual,Standard,Sales Team,2025-10-14,Urban,46-55,
C01956,Individual,Premium,Referral,2022-11-26,Urban,56-65,
C01957,Individual,Standard,Sales Team,2022-01-28,Urban,46-55,
C01958,Individual,Standard,Walk-in,2022-06-05,Urban,18-25,
C01959,Individual,Standard,Online,2022-12-09,Suburban,26-35,
C01960,Individual,Standard,Online,2024-10-13,Suburban,65+,
C01961,SME,Budget,Online,2024-12-22,Suburban,,Large (51-200)
C01962,Individual,Standard,Sales Team,2024-03-02,Suburban,36-45,
C01963,Individual,New,Online,2022-12-24,Urban,65+,
C01964,Individual,Premium,Online,2024-01-01,Urban,46-55,
C01965,SME,Standard,Walk-in,2022-01-21,Urban,,Medium (11-50)
C01966,Individual,Standard,Sales Team,2024-08-12,Suburban,36-45,
C01967,Individual,Standard,Walk-in,2024-05-10,Urban,56-65,
C01968,Individual,Standard,Walk-in,2022-01-31,Urban,65+,
C01969,Individual,Budget,Referral,2025-02-17,Urban,36-45,
C01970,SME,New,Sales Team,2024-12-04,Urban,,Small (1-10)
C01971,Corporate,Standard,Online,2023-03-08,Other,,Small (1-10)
C01972,Individual,Standard,Referral,2024-06-08,Suburban,65+,
C01973,SME,Budget,Sales Team,2024-04-22,Urban,,Large (51-200)
C01974,Individual,Standard,Online,2022-07-20,Suburban,65+,
C01975,Individual,Standard,Referral,2022-09-28,Suburban,46-55,
C01976,SME,Budget,Walk-in,2024-08-14,Urban,,Enterprise (200+)
C01977,Individual,Standard,Online,2025-07-30,Urban,46-55,
C01978,Individual,Budget,Referral,2024-03-17,Suburban,36-45,
C01979,Individual,Standard,Walk-in,2024-03-05,Urban,56-65,
C01980,Corporate,Standard,Walk-in,2024-06-24,Urban,,Large (51-200)
C01981,Individual,Standard,Walk-in,2023-09-09,Urban,26-35,
C01982,Individual,Budget,Referral,2022-03-17,Suburban,36-45,
C01983,Individual,Standard,Online,2023-07-10,Other,46-55,
C01984,Individual,Budget,Walk-in,2025-06-14,Suburban,56-65,
C01985,Individual,Budget,Referral,2025-01-31,Urban,46-55,
C01986,SME,Budget,Online,2025-07-22,Urban,,Enterprise (200+)
C01987,SME,Premium,Referral,2022-08-02,Suburban,,Large (51-200)
C01988,SME,Standard,Online,2023-12-10,Suburban,,Enterprise (200+)
C01989,SME,Standard,Referral,2024-03-29,Other,,Small (1-10)
C01990,Individual,Standard,Walk-in,2022-10-21,Suburban,18-25,
C01991,Individual,New,Sales Team,2022-10-09,Urban,18-25,
C01992,Individual,Standard,Online,2024-12-30,Suburban,36-45,
C01993,Individual,New,Walk-in,2024-07-29,Suburban,65+,
C01994,Corporate,Standard,Online,2024-06-25,Suburban,,Medium (11-50)
C01995,Individual,Standard,Referral,2023-01-09,Suburban,56-65,
C01996,Corporate,Premium,Walk-in,2023-12-11,Urban,,Enterprise (200+)
C01997,Individual,Budget,Online,2022-02-02,Suburban,18-25,
C01998,Individual,Standard,Sales Team,2022-07-01,Urban,56-65,
C01999,Individual,Standard,Online,2023-12-27,Urban,26-35,
C02000,Individual,Budget,Referral,2023-03-10,Suburban,46-55,
